species	group
acidihalobacter_prosperus_gca_000754095	nonvertebrates
acidihalobacter_prosperus_gca_001753165	nonvertebrates
acidihalobacter_prosperus_gca_001753245	nonvertebrates
acidilobus_saccharovorans_345_15_gca_000144915	nonvertebrates
acidimicrobiales_bacterium_gca_003243955	nonvertebrates
acidimicrobium_ferrooxidans_dsm_10331_gca_000023265	nonvertebrates
acidiphilium_cryptum_jf_5_gca_000016725	nonvertebrates
acidiphilium_multivorum_aiu301_gca_000202835	nonvertebrates
acidiphilium_rubrum_gca_900156265	nonvertebrates
acidiphilium_sp_20_67_58_gca_002255515	nonvertebrates
acidiphilium_sp_21_60_14_gca_002255745	nonvertebrates
acidiphilium_sp_37_64_53_gca_002279345	nonvertebrates
acidiphilium_sp_ja12_a1_gca_000724705	nonvertebrates
acidiphilium_sp_pm_gca_000219295	nonvertebrates
acidipila_rosea_gca_004339725	nonvertebrates
acidipila_sp_eb88_gca_003858395	nonvertebrates
acidiplasma_aeolicum_gca_001399695	nonvertebrates
acidiplasma_aeolicum_gca_001402945	nonvertebrates
acidiplasma_cupricumulans_gca_001402935	nonvertebrates
acidiplasma_sp_mba_1_gca_000949015	nonvertebrates
acidipropionibacterium_acidipropionici_atcc_4875_gca_000310065	nonvertebrates
acidipropionibacterium_acidipropionici_gca_001975205	nonvertebrates
acidipropionibacterium_acidipropionici_gca_003956085	nonvertebrates
acidipropionibacterium_acidipropionici_gca_005890155	nonvertebrates
acidipropionibacterium_jensenii_gca_004011055	nonvertebrates
acidipropionibacterium_jensenii_gca_004011075	nonvertebrates
acidipropionibacterium_jensenii_gca_005890135	nonvertebrates
acidipropionibacterium_jensenii_gca_900637925	nonvertebrates
acidipropionibacterium_virtanenii_gca_003325455	nonvertebrates
acidisarcina_polymorpha_gca_003330725	nonvertebrates
acidithiobacillales_bacterium_sm1_46_gca_001304215	nonvertebrates
acidithiobacillus_caldus_atcc_51756_gca_000175575	nonvertebrates
acidithiobacillus_caldus_gca_001756675	nonvertebrates
acidithiobacillus_caldus_sm_1_gca_000221025	nonvertebrates
acidithiobacillus_ferridurans_gca_003966655	nonvertebrates
acidithiobacillus_ferrivorans_gca_001685225	nonvertebrates
acidithiobacillus_ferrivorans_gca_001857665	nonvertebrates
acidithiobacillus_ferrivorans_gca_002255305	nonvertebrates
acidithiobacillus_ferrivorans_ss3_gca_000214095	nonvertebrates
acidithiobacillus_ferrooxidans_atcc_23270_gca_000021485	nonvertebrates
acidithiobacillus_ferrooxidans_gca_001652185	nonvertebrates
acidithiobacillus_ferrooxidans_gca_003233765	nonvertebrates
acidithiobacillus_ferrooxidans_gca_003309025	nonvertebrates
acidithiobacillus_sp__gca_002733395	nonvertebrates
acidithiobacillus_sp_ggi_221_gca_000179815	nonvertebrates
acidithiobacillus_sp_sh_gca_002847505	nonvertebrates
acidithiobacillus_sulfuriphilus_gca_003721225	nonvertebrates
acidithiobacillus_thiooxidans_gca_001705645	nonvertebrates
acidithiobacillus_thiooxidans_gca_001705805	nonvertebrates
acidobacteria_bacterium_13_1_20cm_2_55_15_gca_001920875	nonvertebrates
acidobacteria_bacterium_13_1_20cm_3_53_8_gca_001920415	nonvertebrates
acidobacteria_bacterium_13_1_40cm_3_56_11_gca_001918885	nonvertebrates
acidobacteria_bacterium_13_1_40cm_56_16_gca_001917925	nonvertebrates
acidobacteria_bacterium_13_1_40cm_65_14_gca_001917905	nonvertebrates
acidobacteria_bacterium_21_70_11_gca_002279205	nonvertebrates
acidobacteria_bacterium_37_71_11_gca_002279285	nonvertebrates
acidobacteria_bacterium_cg_4_9_14_3_um_filter_49_7_gca_002789615	nonvertebrates
acidobacteria_bacterium_gca_002687695	nonvertebrates
acidobacteria_bacterium_gca_002693525	nonvertebrates
acidobacteria_bacterium_gca_002712885	nonvertebrates
acidobacteria_bacterium_gca_002713265	nonvertebrates
acidobacteria_bacterium_gca_002714165	nonvertebrates
acidobacteria_bacterium_gca_002720815	nonvertebrates
acidobacteria_bacterium_gca_002722645	nonvertebrates
acidobacteria_bacterium_gca_002722875	nonvertebrates
acidobacteria_bacterium_gca_002722915	nonvertebrates
acidobacteria_bacterium_gca_002726085	nonvertebrates
acidobacteria_bacterium_gca_002730525	nonvertebrates
acidobacteria_bacterium_gca_002747255	nonvertebrates
acidobacteria_bacterium_gca_002748205	nonvertebrates
acidobacteria_bacterium_gca_003010405	nonvertebrates
acidobacteria_bacterium_gca_003222275	nonvertebrates
acidobacteria_bacterium_gca_003222305	nonvertebrates
acidobacteria_bacterium_gca_003222375	nonvertebrates
acidobacteria_bacterium_gca_003222385	nonvertebrates
acidobacteria_bacterium_gca_003222395	nonvertebrates
acidobacteria_bacterium_gca_003222435	nonvertebrates
acidobacteria_bacterium_gca_003222455	nonvertebrates
acidobacteria_bacterium_gca_003222505	nonvertebrates
acidobacteria_bacterium_gca_003222535	nonvertebrates
acidobacteria_bacterium_gca_003222555	nonvertebrates
acidobacteria_bacterium_gca_003222575	nonvertebrates
acidobacteria_bacterium_gca_003222635	nonvertebrates
acidobacteria_bacterium_gca_003222675	nonvertebrates
acidobacteria_bacterium_gca_003222685	nonvertebrates
acidobacteria_bacterium_gca_003222755	nonvertebrates
acidobacteria_bacterium_gca_003222765	nonvertebrates
acidobacteria_bacterium_gca_003222775	nonvertebrates
acidobacteria_bacterium_gca_003222815	nonvertebrates
acidobacteria_bacterium_gca_003222835	nonvertebrates
acidobacteria_bacterium_gca_003222845	nonvertebrates
acidobacteria_bacterium_gca_003222895	nonvertebrates
acidobacteria_bacterium_gca_003222915	nonvertebrates
acidobacteria_bacterium_gca_003222935	nonvertebrates
acidobacteria_bacterium_gca_003222945	nonvertebrates
acidobacteria_bacterium_gca_003222975	nonvertebrates
acidobacteria_bacterium_gca_003223025	nonvertebrates
acidobacteria_bacterium_gca_003223065	nonvertebrates
acidobacteria_bacterium_gca_003223115	nonvertebrates
acidobacteria_bacterium_gca_003223135	nonvertebrates
acidobacteria_bacterium_gca_003223145	nonvertebrates
acidobacteria_bacterium_gca_003223195	nonvertebrates
acidobacteria_bacterium_gca_003223215	nonvertebrates
acidobacteria_bacterium_gca_003223245	nonvertebrates
acidobacteria_bacterium_gca_003223255	nonvertebrates
acidobacteria_bacterium_gca_003223295	nonvertebrates
acidobacteria_bacterium_gca_003223315	nonvertebrates
acidobacteria_bacterium_gca_003223325	nonvertebrates
acidobacteria_bacterium_gca_003223345	nonvertebrates
acidobacteria_bacterium_gca_003223555	nonvertebrates
acidobacteria_bacterium_gca_003223615	nonvertebrates
acidobacteria_bacterium_gca_003223635	nonvertebrates
acidobacteria_bacterium_gca_003223645	nonvertebrates
acidobacteria_bacterium_gca_003223675	nonvertebrates
acidobacteria_bacterium_gca_003223755	nonvertebrates
acidobacteria_bacterium_gca_003223785	nonvertebrates
acidobacteria_bacterium_gca_003223815	nonvertebrates
acidobacteria_bacterium_gca_003223835	nonvertebrates
acidobacteria_bacterium_gca_003223855	nonvertebrates
acidobacteria_bacterium_gca_003223875	nonvertebrates
acidobacteria_bacterium_gca_003223895	nonvertebrates
acidobacteria_bacterium_gca_003223915	nonvertebrates
acidobacteria_bacterium_gca_003223935	nonvertebrates
acidobacteria_bacterium_gca_003223975	nonvertebrates
acidobacteria_bacterium_gca_003224015	nonvertebrates
acidobacteria_bacterium_gca_003224025	nonvertebrates
acidobacteria_bacterium_gca_003224055	nonvertebrates
acidobacteria_bacterium_gca_003224085	nonvertebrates
acidobacteria_bacterium_gca_003224105	nonvertebrates
acidobacteria_bacterium_gca_003224145	nonvertebrates
acidobacteria_bacterium_gca_003224175	nonvertebrates
acidobacteria_bacterium_gca_003224195	nonvertebrates
acidobacteria_bacterium_gca_003224235	nonvertebrates
acidobacteria_bacterium_gca_003224495	nonvertebrates
acidobacteria_bacterium_gca_003224525	nonvertebrates
acidobacteria_bacterium_gca_003224555	nonvertebrates
acidobacteria_bacterium_gca_003224585	nonvertebrates
acidobacteria_bacterium_gca_003224635	nonvertebrates
acidobacteria_bacterium_gca_003224715	nonvertebrates
acidobacteria_bacterium_gca_003224725	nonvertebrates
acidobacteria_bacterium_gca_003224755	nonvertebrates
acidobacteria_bacterium_gca_003224775	nonvertebrates
acidobacteria_bacterium_gca_003224835	nonvertebrates
acidobacteria_bacterium_gca_003224855	nonvertebrates
acidobacteria_bacterium_gca_003224895	nonvertebrates
acidobacteria_bacterium_gca_003224905	nonvertebrates
acidobacteria_bacterium_gca_003224955	nonvertebrates
acidobacteria_bacterium_gca_003224975	nonvertebrates
acidobacteria_bacterium_gca_003225005	nonvertebrates
acidobacteria_bacterium_gca_003225055	nonvertebrates
acidobacteria_bacterium_gca_003225075	nonvertebrates
acidobacteria_bacterium_gca_003225175	nonvertebrates
acidobacteria_bacterium_gca_003225215	nonvertebrates
acidobacteria_bacterium_gca_003225235	nonvertebrates
acidobacteria_bacterium_gca_003225255	nonvertebrates
acidobacteria_bacterium_gca_003225295	nonvertebrates
acidobacteria_bacterium_gca_003225315	nonvertebrates
acidobacteria_bacterium_gca_003225335	nonvertebrates
acidobacteria_bacterium_gca_003225355	nonvertebrates
acidobacteria_bacterium_gca_003225365	nonvertebrates
acidobacteria_bacterium_gca_003225455	nonvertebrates
acidobacteria_bacterium_gca_003225465	nonvertebrates
acidobacteria_bacterium_gca_003225495	nonvertebrates
acidobacteria_bacterium_gca_003225535	nonvertebrates
acidobacteria_bacterium_gca_003225555	nonvertebrates
acidobacteria_bacterium_gca_003225565	nonvertebrates
acidobacteria_bacterium_gca_003225595	nonvertebrates
acidobacteria_bacterium_gca_003225635	nonvertebrates
acidobacteria_bacterium_gca_003242705	nonvertebrates
acidobacteria_bacterium_gca_003385575	nonvertebrates
acidobacteria_bacterium_gca_003388555	nonvertebrates
acidobacteria_bacterium_gca_003504885	nonvertebrates
acidobacteria_bacterium_gca_003577105	nonvertebrates
acidobacteria_bacterium_gca_003577145	nonvertebrates
acidobacteria_bacterium_gca_003577175	nonvertebrates
acidobacteria_bacterium_gca_003650445	nonvertebrates
acidobacteria_bacterium_gca_003650485	nonvertebrates
acidobacteria_bacterium_gca_003695625	nonvertebrates
acidobacteria_bacterium_gca_003695645	nonvertebrates
acidobacteria_bacterium_gca_003696075	nonvertebrates
acidobacteria_bacterium_gca_003696155	nonvertebrates
acidobacteria_bacterium_gca_003696865	nonvertebrates
acidobacteria_bacterium_gca_003697015	nonvertebrates
acidobacteria_bacterium_gca_003697135	nonvertebrates
acidobacteria_bacterium_gca_003819755	nonvertebrates
acidobacteria_bacterium_gca_003820235	nonvertebrates
acidobacteria_bacterium_gca_003820245	nonvertebrates
acidobacteria_bacterium_mor1_gca_001664505	nonvertebrates
acidobacteria_bacterium_olb17_gca_001567505	nonvertebrates
acidobacteria_bacterium_rbg_13_68_16_gca_001766905	nonvertebrates
acidobacteria_bacterium_rifcsplowo2_02_full_61_28_gca_001767035	nonvertebrates
acidobacteria_bacterium_rifcsplowo2_02_full_64_15_gca_001767165	nonvertebrates
acidobacteria_bacterium_rifcsplowo2_02_full_65_29_gca_001767435	nonvertebrates
acidobacteria_bacterium_rifcsplowo2_02_full_67_21_gca_001767195	nonvertebrates
acidobacteria_bacterium_rifcsplowo2_02_full_68_18_gca_001767065	nonvertebrates
acidobacteria_bacterium_rifcsplowo2_12_full_54_10_gca_001767075	nonvertebrates
acidobacteria_bacterium_rifcsplowo2_12_full_66_21_gca_001767455	nonvertebrates
acidobacteria_bacterium_scn_69_37_gca_001724025	nonvertebrates
acidobacteriales_bacterium_59_55_gca_001897435	nonvertebrates
acidobacterium_capsulatum_atcc_51196_gca_000022565	nonvertebrates
acidobacterium_sp__gca_002737365	nonvertebrates
acidobacterium_sp__gca_003543335	nonvertebrates
acidocella_aminolytica_101_dsm_11237_gca_000964385	nonvertebrates
acidocella_sp_20_57_95_gca_002255575	nonvertebrates
acidocella_sp_mx_az02_gca_000306035	nonvertebrates
acidomonas_methanolica_nbrc_104435_gca_000617865	nonvertebrates
acidothermus_cellulolyticus_11b_gca_000015025	nonvertebrates
acidovorax_anthurii_gca_003269065	nonvertebrates
acidovorax_avenae_subsp_avenae_atcc_19860_gca_000176855	nonvertebrates
acidovorax_avenae_subsp_avenae_gca_003029725	nonvertebrates
acidovorax_avenae_subsp_avenae_gca_003029905	nonvertebrates
acidovorax_avenae_subsp_avenae_gca_003029965	nonvertebrates
acidovorax_caeni_gca_900116825	nonvertebrates
acidovorax_carolinensis_gca_002157125	nonvertebrates
acidovorax_carolinensis_gca_002157145	nonvertebrates
acidovorax_carolinensis_gca_002157165	nonvertebrates
acidovorax_cattleyae_gca_900104515	nonvertebrates
acidovorax_cavernicola_gca_003581445	nonvertebrates
acidovorax_citrulli_aac00_1_gca_000015325	nonvertebrates
acidovorax_defluvii_gca_003268905	nonvertebrates
acidovorax_delafieldii_2an_gca_000175235	nonvertebrates
acidovorax_ebreus_tpsy_gca_000022305	nonvertebrates
acidovorax_kalamii_gca_002245625	nonvertebrates
acidovorax_konjaci_gca_900112675	nonvertebrates
acidovorax_soli_gca_900107605	nonvertebrates
acidovorax_sp_100_gca_003688355	nonvertebrates
acidovorax_sp_106_gca_003663825	nonvertebrates
acidovorax_sp_107_gca_003058055	nonvertebrates
acidovorax_sp_1608163_gca_003669015	nonvertebrates
acidovorax_sp_35_64_16_gca_002281195	nonvertebrates
acidovorax_sp_56_gca_002749705	nonvertebrates
acidovorax_sp_59_gca_002754175	nonvertebrates
acidovorax_sp_62_gca_002754495	nonvertebrates
acidovorax_sp_69_gca_002797445	nonvertebrates
acidovorax_sp_93_gca_003633835	nonvertebrates
acidovorax_sp_94_gca_003634645	nonvertebrates
acidovorax_sp_99_gca_003096455	nonvertebrates
acidovorax_sp__gca_003534755	nonvertebrates
acidovorax_sp_bofen1_gca_003345135	nonvertebrates
acidovorax_sp_cf316_gca_000276605	nonvertebrates
acidovorax_sp_fjl06_gca_003852545	nonvertebrates
acidovorax_sp_gw101_3h11_gca_001633105	nonvertebrates
acidovorax_sp_hmwf018_gca_003061035	nonvertebrates
acidovorax_sp_hmwf029_gca_003060895	nonvertebrates
acidovorax_sp_js42_gca_000015545	nonvertebrates
acidovorax_sp_kks102_gca_000302535	nonvertebrates
acidovorax_sp_leaf160_gca_001424265	nonvertebrates
acidovorax_sp_leaf76_gca_001422065	nonvertebrates
acidovorax_sp_leaf78_gca_001422735	nonvertebrates
acidovorax_sp_mr_s7_gca_000400995	nonvertebrates
acidovorax_sp_no_1_gca_000238595	nonvertebrates
acidovorax_sp_ov235_gca_003208485	nonvertebrates
acidovorax_sp_rac01_gca_001714725	nonvertebrates
acidovorax_sp_root217_gca_001428645	nonvertebrates
acidovorax_sp_root219_gca_001428665	nonvertebrates
acidovorax_sp_root275_gca_001428965	nonvertebrates
acidovorax_sp_scn_65_108_gca_001724055	nonvertebrates
acidovorax_sp_sd340_gca_001411535	nonvertebrates
acidovorax_temperans_gca_000935585	nonvertebrates
acidovorax_valerianellae_gca_900102625	nonvertebrates
acidovorax_wautersii_gca_900113035	nonvertebrates
aciduliprofundum_boonei_t469_gca_000025665	nonvertebrates
aciduliprofundum_boonei_t469_gca_000151085	nonvertebrates
aciduliprofundum_sp_mar08_339_gca_000327505	nonvertebrates
acinetobacter_albensis_gca_900095025	nonvertebrates
acinetobacter_apis_gca_900197575	nonvertebrates
acinetobacter_baumannii_1000160_gca_000588715	nonvertebrates
acinetobacter_baumannii_118362_gca_000580515	nonvertebrates
acinetobacter_baumannii_1288284_gca_000681715	nonvertebrates
acinetobacter_baumannii_1295743_gca_000580875	nonvertebrates
acinetobacter_baumannii_1419130_gca_000580595	nonvertebrates
acinetobacter_baumannii_146457_gca_000580655	nonvertebrates
acinetobacter_baumannii_1571545_gca_000682515	nonvertebrates
acinetobacter_baumannii_21072_gca_000681575	nonvertebrates
acinetobacter_baumannii_233846_gca_000682435	nonvertebrates
acinetobacter_baumannii_25977_9_gca_000682095	nonvertebrates
acinetobacter_baumannii_348935_gca_000580795	nonvertebrates
acinetobacter_baumannii_496487_gca_000682215	nonvertebrates
acinetobacter_baumannii_573719_gca_000588275	nonvertebrates
acinetobacter_baumannii_625974_gca_000581255	nonvertebrates
acinetobacter_baumannii_754286_gca_000682255	nonvertebrates
acinetobacter_baumannii_940793_gca_000682295	nonvertebrates
acinetobacter_baumannii_951631_gca_000580755	nonvertebrates
acinetobacter_baumannii_99063_gca_000581295	nonvertebrates
acinetobacter_baumannii_atcc_19606_cip_70_34_jcm_6841_gca_000162295	nonvertebrates
acinetobacter_baumannii_aye_gca_000069245	nonvertebrates
acinetobacter_baumannii_gca_000805365	nonvertebrates
acinetobacter_baumannii_gca_000963815	nonvertebrates
acinetobacter_baumannii_gca_001612095	nonvertebrates
acinetobacter_baumannii_gca_001674475	nonvertebrates
acinetobacter_baumannii_gca_001721375	nonvertebrates
acinetobacter_baumannii_gca_001863705	nonvertebrates
acinetobacter_baumannii_gca_001864155	nonvertebrates
acinetobacter_baumannii_gca_001864735	nonvertebrates
acinetobacter_baumannii_gca_001997285	nonvertebrates
acinetobacter_baumannii_gca_002136865	nonvertebrates
acinetobacter_baumannii_gca_002137945	nonvertebrates
acinetobacter_baumannii_gca_002182465	nonvertebrates
acinetobacter_baumannii_gca_002197745	nonvertebrates
acinetobacter_baumannii_gca_002210065	nonvertebrates
acinetobacter_baumannii_gca_002265555	nonvertebrates
acinetobacter_baumannii_gca_002277645	nonvertebrates
acinetobacter_baumannii_gca_002727055	nonvertebrates
acinetobacter_baumannii_gca_002902885	nonvertebrates
acinetobacter_baumannii_gca_002922935	nonvertebrates
acinetobacter_baumannii_gca_003070935	nonvertebrates
acinetobacter_baumannii_gca_003240535	nonvertebrates
acinetobacter_baumannii_gca_003336135	nonvertebrates
acinetobacter_baumannii_gca_003352565	nonvertebrates
acinetobacter_baumannii_gca_003431865	nonvertebrates
acinetobacter_baumannii_gca_003577545	nonvertebrates
acinetobacter_baumannii_gca_003584485	nonvertebrates
acinetobacter_baumannii_gca_003812485	nonvertebrates
acinetobacter_baumannii_gca_003945465	nonvertebrates
acinetobacter_baumannii_gca_003948725	nonvertebrates
acinetobacter_baumannii_gca_003949015	nonvertebrates
acinetobacter_baumannii_gca_003949235	nonvertebrates
acinetobacter_baumannii_gca_003949435	nonvertebrates
acinetobacter_baumannii_gca_003949475	nonvertebrates
acinetobacter_baumannii_gca_003949675	nonvertebrates
acinetobacter_baumannii_gca_003970215	nonvertebrates
acinetobacter_baumannii_gca_003978795	nonvertebrates
acinetobacter_baumannii_gca_004028375	nonvertebrates
acinetobacter_baumannii_gca_004101985	nonvertebrates
acinetobacter_baumannii_gca_004152715	nonvertebrates
acinetobacter_baumannii_gca_004152785	nonvertebrates
acinetobacter_baumannii_gca_004153295	nonvertebrates
acinetobacter_baumannii_gca_004357085	nonvertebrates
acinetobacter_baumannii_gca_004357125	nonvertebrates
acinetobacter_baumannii_gca_004357215	nonvertebrates
acinetobacter_baumannii_gca_004758865	nonvertebrates
acinetobacter_baumannii_gca_004768705	nonvertebrates
acinetobacter_baumannii_gca_004790725	nonvertebrates
acinetobacter_baumannii_gca_004794165	nonvertebrates
acinetobacter_baumannii_gca_004794205	nonvertebrates
acinetobacter_baumannii_gca_004799205	nonvertebrates
acinetobacter_baumannii_gca_004799225	nonvertebrates
acinetobacter_baumannii_gca_004912235	nonvertebrates
acinetobacter_baumannii_gca_004912245	nonvertebrates
acinetobacter_baumannii_gca_005048905	nonvertebrates
